seed,seed_type,max_influence_log,in_group,group_status,combined_group,root_id
DNg07_720575941603438777,descending,16.29,FALSE,below threshold,descending below threshold,720575941603438777
DNg07_720575941606542701,descending,15.3,FALSE,below threshold,descending below threshold,720575941606542701
DNg07_720575941642966629,descending,19.13,TRUE,above threshold,descending above threshold,720575941642966629
DNg07_720575941662495356,descending,19.69,TRUE,above threshold,descending above threshold,720575941662495356
DNg07_720575941689709019,descending,16.92,FALSE,below threshold,descending below threshold,720575941689709019
DNg07_720575941722108218,descending,17.13,FALSE,below threshold,descending below threshold,720575941722108218
DNg08_a_720575941439454783,descending,15.62,FALSE,below threshold,descending below threshold,720575941439454783
DNg08_a_720575941476981569,descending,15.93,FALSE,below threshold,descending below threshold,720575941476981569
DNg08_a_720575941524478795,descending,15.69,FALSE,below threshold,descending below threshold,720575941524478795
DNg08_a_720575941528849848,descending,20.78,TRUE,above threshold,descending above threshold,720575941528849848
DNg08_a_720575941530080997,descending,16.93,FALSE,below threshold,descending below threshold,720575941530080997
DNg08_a_720575941538218216,descending,16.25,FALSE,below threshold,descending below threshold,720575941538218216
DNg08_a_720575941559394931,descending,20.45,TRUE,above threshold,descending above threshold,720575941559394931
